147,1.6 TS Distinctive,2004,302000,Siyah,205000,Ýstanbul Maltepe
Giulietta,1.6 JTD Progression Plus,2015,128000,Beyaz,518500,Ýstanbul Kaðýthane
MiTo,1.4 T MultiAir TCT,2012,112000,Kýrmýzý,469000,Ýstanbul Esenyurt
166,3.0 Sportronic,2004,190000,Siyah,365000,Ýstanbul Kartal
Giulietta,1.6 JTD Sprint,2020,38900,Gümüþ Gri,820000,Antalya Muratpaþa
Sprint,1.7,1988,37000,Kýrmýzý,1050000,Ankara Gölbaþý
Giulietta,1.6 JTD Distinctive,2014,135000,Gri,557000,Ankara Çankaya
147,1.6 TS Progression,2006,219000,Bordo,210000,Ankara Çankaya
156,1.6 TS Distinctive,2004,258000,Gümüþ Gri,240000,Antalya Manavgat
Giulietta,1.6 JTD Distinctive,2012,148000,Kýrmýzý,424000,Kocaeli Darýca
Giulietta,1.6 JTD Sprint,2020,41000,Kýrmýzý,895000,Ýstanbul Kadýköy
Giulietta,1.6 JTD Distinctive,2011,226000,Beyaz,430000,Antalya Muratpaþa
Giulia Quadrifoglio,2.9,2016,21000,Kýrmýzý,4700000,Ýstanbul Beþiktaþ
156,1.6 TS,2000,260302,Gri,185000,Muðla Yataðan
Giulietta,1.6 JTD Distinctive,2011,196000,Beyaz,385000,Kütahya Merkez
Spider,2.0 TS,1996,186000,Sarý,475000,Ankara Yenimahalle
Giulietta,1.6 JTD Progression,2016,130000,Beyaz,608000,Denizli Merkezefendi
Giulietta,1.6 JTD Super TCT,2017,56900,Gümüþ Gri,655000,Ýstanbul Kaðýthane
156,1.6 TS Distinctive,2006,281000,Siyah,259900,Ankara Keçiören
159,1.9 JTD Distinctive,2008,160000,Siyah,430000,Ankara Sincan
MiTo,1.4 T MultiAir TCT,2012,162000,Kýrmýzý,510000,Ýstanbul Kartal
156,2.0 TS Selespeed,2001,260000,Kýrmýzý,223750,Ýstanbul Ataþehir
156,1.6 TS Distinctive,2002,315000,Kýrmýzý,175000,Ýzmir Bornova
Giulietta,1.4 TB MultiAir Distinctive,2015,33000,Kýrmýzý,749900,Ankara Akyurt
156,2.0 TS,1999,155000,Gri,230000,Manisa Þehzadeler
GT,2.0 JTS Distinctive,2006,195000,Siyah,319000,Ankara Çankaya
Giulietta,1.6 JTD Super TCT,2016,175000,Beyaz,639000,Ankara Akyurt
Giulietta,1.4 TB MultiAir Distinctive,2012,122000,Beyaz,425000,Manisa Saruhanlý
156,1.6 TS Distinctive,2005,283000,Beyaz,285000,Sivas Merkez
Giulietta,1.4 TB MultiAir Distinctive,2012,153000,Beyaz,475000,Gaziantep Þahinbey
Giulietta,1.4 TB MultiAir Distinctive,2015,123000,Kýrmýzý,625000,Mersin Yeniþehir
Giulietta,1.6 JTD Distinctive,2015,238000,Beyaz,445000,Antalya Kepez
Giulietta,1.4 TB MultiAir Distinctive,2015,117000,Kýrmýzý,735000,Ýstanbul Ümraniye
Giulietta,1.4 TB MultiAir Distinctive,2012,165000,Beyaz,500000,Adana Seyhan
Giulietta,1.6 JTD Super TCT,2017,89000,Gri,655000,Adana Seyhan
159,1.9 JTD Distinctive,2007,203000,Gri,449000,Ankara Yenimahalle
Giulietta,1.6 JTD Progression Plus,2015,190000,Beyaz,497500,Ýstanbul Büyükçekmece
159,1.9 JTD Distinctive,2007,259900,Siyah,310000,Hatay Antakya
Giulia,2.0 Veloce,2017,50000,Lacivert,1895000,Ýstanbul Sarýyer
156,1.6 TS,2000,260000,Siyah,185750,Ýstanbul Bahçelievler
156,2.0 TS Selespeed,2001,235000,Kýrmýzý,234000,Adana Sarýçam
156,1.6 TS,1998,320000,Kýrmýzý,152000,Mersin Gülnar
Giulietta,1.4 TB MultiAir Distinctive,2011,165000,Beyaz,390000,Isparta Merkez
MiTo,1.4 T Distinctive,2010,188000,Beyaz,340000,Antalya Alanya
Giulietta,1.6 JTD Giulietta,2020,80000,Beyaz,742750,Denizli Merkezefendi
Giulietta,1.4 TB MultiAir Distinctive,2012,105000,Kýrmýzý,483000,Ýstanbul Kaðýthane
155,2.0 Q4,1995,222000,Kýrmýzý,435000,Ýstanbul Sarýyer
159,1.9 JTD Distinctive,2008,213000,Siyah,423000,Antalya Döþemealtý
Giulietta,1.6 JTD Distinctive,2013,153700,Siyah,529000,Samsun Atakum
156,1.6 TS Distinctive,2004,256000,Kýrmýzý,268000,Ordu Altýnordu
156,2.0 TS,1998,298000,Füme,200000,Kütahya Gediz
156,1.6 TS,1998,221000,Gri,165000,Ýzmir Bornova
146,1.6 L,1997,316000,Yeþil,105000,Denizli Pamukkale
Giulietta,1.4 TB MultiAir Distinctive,2011,162300,Beyaz,490000,Ýstanbul Bayrampaþa
Giulietta,1.4 TB MultiAir Distinctive,2013,215000,Kýrmýzý,498000,Antalya Aksu
Giulietta,1.6 JTD Progression Plus,2011,138500,Kýrmýzý,422500,Bursa Osmangazi
Giulietta,1.6 JTD Distinctive,2014,152200,Beyaz,490000,Edirne Merkez
156,2.0 TS,2001,280000,Bordo,195000,Ýstanbul Ataþehir
156,2.0 TS Selespeed,2001,305000,Siyah,210000,Ýzmir Çiðli
147,1.6 TS Distinctive,2003,305000,Gri,200000,Ýzmir Karabaðlar
Giulietta,1.6 JTD Progression Plus,2014,168000,Beyaz,385000,Kilis Merkez
Giulietta,1.6 JTD Distinctive,2013,149500,Beyaz,485000,Gaziantep Þahinbey
Giulietta,1.4 TB MultiAir Distinctive,2012,80000,Kýrmýzý,605000,Isparta Yalvaç
145,1.6,1997,219000,Siyah,110000,Kýrklareli Lüleburgaz
Giulietta,1.6 JTD Distinctive,2013,201000,Siyah,410000,Ýstanbul Üsküdar
Giulietta,1.6 JTD Distinctive,2015,97000,Kýrmýzý,555000,Bursa Osmangazi
159,1.9 JTD Distinctive Plus,2007,244000,Siyah,420000,Ýstanbul Fatih
147,1.6 TS Distinctive,2008,238000,Siyah,230000,Ýstanbul Gaziosmanpaþa
147,2.0 TS Selespeed Distinctive,2004,259000,Siyah,210000,Ankara Çankaya
156,2.0 TS Selespeed,2000,228435,Lacivert,215000,Ýstanbul Baþakþehir
147,1.6 TS Collezione,2009,127000,Beyaz,315000,Ýstanbul Ümraniye
Giulietta,1.6 JTD Distinctive,2011,257000,Beyaz,390000,Aydýn Efeler
Giulietta,1.6 JTD Distinctive,2012,325000,Kýrmýzý,365000,Konya Karatay
147,1.6 TS Distinctive,2005,190000,Gümüþ Gri,220000,Kocaeli Gebze
156,1.6 TS,2001,230000,Kýrmýzý,200000,Uþak Merkez
Giulietta,1.6 JTD Progression Plus,2015,200000,Beyaz,480000,Ýstanbul Büyükçekmece
159,1.9 JTS Distinctive,2007,178000,Bordo,380000,Ýstanbul Küçükçekmece
156,1.6 TS,2000,300000,Gri,172000,Ýstanbul Beylikdüzü
156,2.0 TS Distinctive,2003,195000,Gümüþ Gri,330000,Adana Çukurova
Giulietta,1.6 JTD Distinctive,2014,174000,Siyah,475000,Bilecik Merkez
MiTo,1.4 T MultiAir TCT Sportivo,2012,117250,Kýrmýzý,550000,Bolu Merkez
156,1.6 TS Distinctive,2004,282000,Kýrmýzý,330000,Ýstanbul Maltepe
MiTo,1.3 JTD City,2013,115600,Mavi,390000,Ýstanbul Avcýlar
146,1.4 TS,1998,250000,Mavi,150000,Karabük Safranbolu
Giulietta,1.6 JTD Giulietta,2020,36000,Gri,757990,Ýstanbul Maltepe
147,1.6 TS Distinctive,2003,265000,Kýrmýzý,195000,Ýstanbul Zeytinburnu
Giulietta,1.6 JTD Distinctive,2014,305000,Siyah,410000,Ýstanbul Sancaktepe
159,1.9 JTD Distinctive Plus,2007,235000,Siyah,434500,Adana Çukurova
156,2.0 TS Distinctive,2000,261000,Lacivert,181500,Ýstanbul Sultanbeyli
147,1.6 TS Distinctive,2006,194000,Gri,205000,Hatay Ýskenderun
Giulietta,1.6 JTD Distinctive,2014,106000,Beyaz,550000,Ýzmir Konak
147,1.6 TS Distinctive,2005,270000,Kýrmýzý,185000,Antalya Kaþ
147,1.6 TS Distinctive,2004,193000,Beyaz,230000,Ýstanbul Fatih
147,1.6 TS Distinctive,2005,310000,Kýrmýzý,167500,Ýzmir Çiðli
MiTo,1.4 T MultiAir Quadrifoglio Verde,2011,215000,Siyah,420000,Bursa Yýldýrým
Giulietta,1.6 JTD Distinctive,2013,214000,Beyaz,379750,Sakarya Adapazarý
Giulietta,1.6 JTD Sprint,2022,23480,Kýrmýzý,880000,Ankara Altýndað
Giulietta,1.6 JTD Progression Plus,2014,310000,Beyaz,398500,Ýzmir Karabaðlar
156,1.6 TS Distinctive,2005,273000,Siyah,260000,Antalya Kepez
156,1.6 TS Distinctive,2004,242300,Þampanya,287500,Ýstanbul Kartal
156,1.6 TS,1999,296000,Lacivert,155000,Gaziantep Þehitkamil
156,2.0 TS,1999,257000,Bordo,199000,Ýstanbul Kartal
159,1.9 JTD Distinctive,2006,328000,Siyah,363000,Bolu Merkez
Giulietta,1.6 JTD Progression,2018,119000,Beyaz,588000,Bursa Nilüfer
156,1.6 TS Distinctive,2006,246981,Siyah,275000,Kocaeli Gölcük
147,1.6 TS Distinctive,2004,264140,Siyah,199990,Amasya Merzifon
146,1.6 TS,1999,230000,Kýrmýzý,118000,Konya Ereðli
156,2.0 TS Distinctive,2003,195000,Gümüþ Gri,260000,Ankara Keçiören
156,1.6 TS Distinctive,2005,280000,Mavi,250000,Van Ýpekyolu
156,1.6 TS Distinctive,2000,248500,Kýrmýzý,160000,Kocaeli Gebze
156,1.6 TS Distinctive,2005,185000,Gri,190000,Ýstanbul Fatih
156,2.0 TS,2000,259000,Gri,212000,Konya Selçuklu
156,2.0 JTS Distinctive,2002,252000,Gümüþ Gri,195000,Ýzmir Konak
MiTo,1.4 T MultiAir TCT Sportivo,2013,126000,Beyaz,549000,Ýstanbul Beþiktaþ
147,1.6 TS Distinctive,2006,275000,Turuncu,215000,Ýstanbul Baþakþehir
145,1.6 L,1997,271000,Gri,128000,Ýstanbul Beþiktaþ
Giulietta,1.6 JTD Distinctive,2015,195000,Kýrmýzý,448000,Ýzmir Karþýyaka
146,2.0 Ti,1997,307600,Gümüþ Gri,195500,Ýzmir Balçova
147,1.6 TS Progression,2003,160000,Kýrmýzý,265000,Bilecik Merkez
Giulietta,1.4 TB MultiAir Distinctive,2015,74000,Kýrmýzý,717000,Ýstanbul Beþiktaþ
156,2.0 TS,1998,363000,Gri,525000,Aydýn Efeler
147,1.6 TS Distinctive,2004,273000,Kýrmýzý,178000,Ýstanbul Þiþli
MiTo,1.4 T MultiAir TCT,2011,105000,Siyah,450000,Ýstanbul Ataþehir
156,1.6 TS Distinctive,2004,279400,Gri,275000,Eskiþehir Odunpazarý
Giulietta,1.6 JTD Distinctive,2013,94217,Beyaz,525000,Afyonkarahisar Merkez
Giulietta,1.6 JTD Distinctive,2012,138000,Beyaz,525000,Ýstanbul Eyüpsultan
Giulietta,1.6 JTD Progression Plus,2012,195000,Beyaz,410000,Konya Meram
156,1.6 TS Progression,2004,272000,Siyah,245555,Ýstanbul Baþakþehir
Giulietta,1.4 TB MultiAir Super TCT,2018,65000,Beyaz,579000,Ýstanbul Bayrampaþa
GTV,2.0 TB,1997,195000,Gümüþ Gri,222500,Aydýn Efeler
Giulietta,1.4 TB MultiAir Distinctive,2012,248000,Kýrmýzý,418000,Konya Karatay
156,1.6 TS Distinctive,2006,266000,Siyah,245000,Balýkesir Bigadiç
156,1.6 TS,1998,204000,Gri,177777,Ýstanbul Pendik
MiTo,1.4 T MultiAir Quadrifoglio Verde,2011,152250,Gri,450000,Ankara Gölbaþý
147,1.6 TS Distinctive,2004,210000,Siyah,206000,Ýstanbul Esenyurt
147,1.6 TS Distinctive,2003,336000,Gri,165000,Ankara Etimesgut
159,2.4 JTD Distinctive,2006,116000,Füme,468000,Ýstanbul Baðcýlar
147,1.6 TS Distinctive,2008,147550,Siyah,290000,Ýzmir Bayraklý
146,1.4 TS,1998,320000,Gümüþ Gri,105000,Elazýð Merkez
Giulietta,1.6 JTD Progression Plus,2013,205000,Beyaz,450000,Bursa Osmangazi
147,1.6 TS Distinctive,2006,196500,Gri,212500,Ýstanbul Ataþehir
147,1.6 TS Distinctive,2005,253000,Mavi,239000,Ýstanbul Avcýlar
147,1.6 TS Distinctive,2008,229000,Kýrmýzý,270000,Ýzmir Karþýyaka
Giulietta,1.6 JTD Super TCT,2018,97000,Gri,659000,Ýzmir Gaziemir
Giulietta,1.4 TB MultiAir Distinctive,2011,153000,Siyah,360000,Ýstanbul Baþakþehir
Giulietta,1.4 TB Progression Plus,2013,110000,Beyaz,459000,Bursa Nilüfer
MiTo,1.4 T Progression,2009,164000,Kýrmýzý,388500,Balýkesir Altýeylül
147,1.6 TS Distinctive,2006,195600,Kýrmýzý,255000,Ýstanbul Bakýrköy
159,1.9 JTD Distinctive Plus,2011,350000,Siyah,420000,Ýstanbul Esenler
Giulietta,1.6 JTD Distinctive,2012,265000,Mavi,365000,Ýstanbul Avcýlar
156,2.0 TS,1998,363000,Gri,150000,Amasya Suluova
Giulietta,1.6 JTD Progression,2016,29310,Siyah,665000,Ýstanbul Beþiktaþ
Giulietta,1.6 JTD Progression Plus,2014,177000,Beyaz,495000,Mersin Yeniþehir
155,2.0 TS Super Losso,1997,185000,Lacivert,155000,Mersin Toroslar
156,1.6 TS,1998,231800,Bordo,230000,Ýzmir Karþýyaka
Giulietta,1.6 JTD Distinctive,2011,201000,Beyaz,425000,Ýstanbul Çatalca
159,1.9 JTD Distinctive,2007,356000,Siyah,297500,Kütahya Merkez
Giulietta,1.6 JTD Distinctive,2014,96500,Beyaz,505000,Ýstanbul Çekmeköy
Giulietta,1.6 JTD Progression,2016,140000,Beyaz,627000,Kocaeli Körfez
Giulietta,1.4 TB MultiAir Distinctive,2014,134000,Kýrmýzý,674990,Ýstanbul Maltepe
156,1.6 TS Distinctive,2006,135000,Bej,305000,Ýzmir Karþýyaka
156,1.6 TS Distinctive,2004,260000,Lacivert,259000,Muðla Köyceðiz
Giulietta,1.6 JTD Distinctive,2014,164000,Beyaz,439000,Düzce Kaynaþlý
147,1.6 TS Distinctive,2004,201000,Gümüþ Gri,255000,Burdur Merkez
Giulietta,1.6 JTD Distinctive,2011,152000,Beyaz,550000,Ýstanbul Kadýköy
156,1.6 TS Distinctive,2004,245000,Siyah,240000,Bursa Karacabey
Spider,2.0 TS,1999,153500,Kýrmýzý,575000,Ýstanbul Üsküdar
147,1.6 TS Distinctive,2006,264500,Siyah,225000,Ýstanbul Gaziosmanpaþa
156,2.0 TS,1998,261000,Gümüþ Gri,230000,Çorum Merkez
Giulietta,1.6 JTD Distinctive,2012,196000,Beyaz,395000,Ýzmir Karþýyaka
Giulietta,1.4 TB MultiAir Distinctive,2013,93500,Beyaz,605000,Ankara Yenimahalle
Giulietta,1.6 JTD Distinctive,2012,178000,Beyaz,445000,Ýzmir Buca
Giulietta,1.4 TB MultiAir Distinctive,2015,108000,Gri,690000,Ýstanbul Sarýyer
156,2.0 TS,1998,320000,Siyah,170000,Ýzmir Buca
MiTo,1.4 T MultiAir Quadrifoglio Verde,2011,144000,Siyah,440000,Ýstanbul Ümraniye
147,1.6 TS Distinctive,2006,220000,Þampanya,215000,Ýzmir Karabaðlar
MiTo,1.4 T Distinctive,2012,170000,Kýrmýzý,534990,Ýstanbul Maltepe
156,2.0 TS Distinctive,2001,280000,Gümüþ Gri,185000,Mardin Artuklu
Giulietta,1.6 JTD Distinctive,2012,211000,Kýrmýzý,417000,Ankara Akyurt
Giulietta,1.6 JTD Distinctive,2013,225000,Beyaz,425000,Ýstanbul Çatalca
Giulietta,1.6 JTD Distinctive,2011,249000,Beyaz,408000,Ýzmir Bornova
147,1.6 TS Distinctive,2006,225000,Kýrmýzý,282000,Bursa Yýldýrým
Giulietta,1.4 TB MultiAir Distinctive,2011,165000,Beyaz,445000,Ýstanbul Avcýlar
147,1.6 TS Distinctive,2004,214000,Siyah,230000,Mersin Erdemli
147,1.6 TS Distinctive,2004,247968,Kýrmýzý,187500,Ankara Mamak
Giulietta,1.6 JTD Distinctive,2014,235000,Kýrmýzý,440000,Ankara Etimesgut
Giulietta,1.4 TB Progression Plus,2015,90000,Bordo,525000,Muðla Marmaris
159,1.9 JTD Progression,2006,353000,Bordo,375000,Ankara Çankaya
156,1.6 TS Distinctive,2004,239000,Gri,220000,Ýzmir Buca
156,2.0 TS,2001,240000,Siyah,208000,Mersin Yeniþehir
Giulietta,1.4 TB MultiAir Distinctive,2012,290000,Beyaz,395000,Ýstanbul Baðcýlar
159,1.9 JTD Distinctive Plus,2008,305000,Þampanya,369000,Ankara Çankaya
156,2.0 TS Selespeed,2001,385000,Mavi,205000,Ankara Pursaklar
156,1.6 TS Distinctive,2006,270000,Gri,270000,Tekirdað Muratlý
156,2.0 TS Distinctive,2002,274000,Gümüþ Gri,225000,Ýzmir Bornova
Giulietta,1.6 JTD Distinctive,2011,197500,Gri,425000,Bursa Nilüfer
Giulietta,1.6 JTD Distinctive,2012,203000,Beyaz,405000,Ýzmir Torbalý
Giulietta,1.4 TB Progression Plus,2013,90000,Beyaz,485000,Muðla Menteþe
Giulietta,1.6 JTD Progression Plus,2013,205000,Beyaz,450000,Bursa Nilüfer
147,1.6 TS Distinctive,2004,308000,Kýrmýzý,195000,Ankara Sincan
Giulietta,1.6 JTD Distinctive,2015,185000,Gri,515000,Bursa Nilüfer
Giulietta,1.4 TB MultiAir Distinctive,2014,72100,Beyaz,640000,Gaziantep Þahinbey
156,2.0 TS Distinctive,2001,280000,Gümüþ Gri,525000,Gaziantep Þahinbey
145,1.4 TS STD,1998,245000,Kýrmýzý,143500,Ýstanbul Ümraniye
156,2.0 TS Executive,1999,333700,Kýrmýzý,232500,Ýstanbul Bayrampaþa
156,1.6 TS,1998,288000,Kýrmýzý,168000,Amasya Merzifon
159,1.9 JTD Distinctive Plus,2006,300550,Gri,350000,Ankara Mamak
Giulietta,1.6 JTD Giulietta,2020,54000,Gri,745000,Bursa Gemlik
Giulietta,1.6 JTD Distinctive,2015,51250,Beyaz,530000,Ankara Yenimahalle
Giulietta,1.6 JTD Super TCT,2018,50000,Kahverengi,719750,Ýstanbul Esenyurt
Giulietta,1.4 TB MultiAir Distinctive,2012,144000,Beyaz,405750,Adana Seyhan
Giulietta,1.6 JTD Progression Plus,2012,165000,Gri,455000,Ýstanbul Avcýlar
Giulietta,1.6 JTD Super TCT,2016,87650,Beyaz,725000,Tokat Merkez
147,1.6 TS Progression,2005,295000,Gri,230000,Þanlýurfa Haliliye
Giulietta,1.6 JTD Distinctive,2014,138000,Kýrmýzý,400000,Mersin Tarsus
156,1.6 TS Distinctive,2004,198839,Gri,260000,Ýstanbul Sarýyer
156,2.0 JTS Distinctive,2004,122500,Gri,272000,Gaziantep Þahinbey
Giulietta,1.6 JTD Distinctive,2012,257300,Kýrmýzý,413000,Balýkesir Bandýrma
156,1.6 TS Distinctive,2005,202000,Mavi,249999,Aydýn Nazilli
159,1.9 JTD Distinctive Plus,2007,203000,Siyah,400000,Ýstanbul Ataþehir
Giulietta,1.6 JTD Distinctive,2014,146000,Siyah,495000,Ýstanbul Beylikdüzü
Giulietta,1.6 JTD Distinctive,2014,165000,Siyah,393000,Konya Meram
Giulietta,1.6 JTD Progression Plus,2014,125000,Beyaz,489900,Ýstanbul Kartal
Giulietta,1.6 JTD Giulietta,2020,44500,Kýrmýzý,735000,Ýstanbul Esenler
147,1.6 TS Distinctive,2004,312000,Kýrmýzý,217500,Malatya Yeþilyurt
Giulietta,1.6 JTD Distinctive,2015,114000,Kýrmýzý,525000,Sivas Suþehri
MiTo,1.3 JTD City,2012,65000,Kýrmýzý,375000,Ýstanbul Sarýyer
Giulietta,1.4 TB MultiAir Distinctive,2012,139000,Beyaz,510000,Ankara Mamak
Giulietta,1.6 JTD Progression Plus,2015,187000,Beyaz,498000,Antalya Muratpaþa
159,1.9 JTD Distinctive Plus,2007,203000,Siyah,134000,Balýkesir Bandýrma
Giulietta,1.6 JTD Distinctive,2014,147000,Siyah,447000,Antalya Kemer
Giulietta,1.4 TB MultiAir Distinctive,2012,111951,Beyaz,535000,Ýstanbul Kadýköy
Giulietta,1.4 TB MultiAir Distinctive,2011,220000,Siyah,382000,Osmaniye Merkez
156,1.6 TS Distinctive,2005,265000,Siyah,270000,Malatya Battalgazi
Giulietta,1.4 TB MultiAir Distinctive,2014,119500,Beyaz,720000,Ýstanbul Büyükçekmece
156,2.0 TS Distinctive,2004,212000,Gümüþ Gri,275000,Ankara Diðer
Giulietta,1.4 TB MultiAir Distinctive,2014,112000,Beyaz,620000,Ýstanbul Bakýrköy
156,2.0 JTS Distinctive,2005,287000,Siyah,287500,Ýstanbul Beylikdüzü
156,1.6 TS Progression,2004,284200,Kahverengi,220000,Hatay Kýrýkhan
Giulietta,1.6 JTD Distinctive,2014,110000,Kýrmýzý,478750,Ýstanbul Esenyurt
Giulietta,1.4 TB MultiAir Distinctive,2015,101000,Kýrmýzý,665000,Ýstanbul Fatih
147,1.6 TS Distinctive,2004,285834,Gri,200000,Çorum Merkez
Giulia,2.0 T Veloce,2021,12500,Gri,2205000,Ýstanbul Baðcýlar
Giulietta,1.4 TB MultiAir Distinctive,2013,180000,Beyaz,595750,Gaziantep Þehitkamil
Giulietta,1.6 JTD Progression Plus,2012,257000,Beyaz,465000,Bursa Osmangazi
Giulietta,1.6 JTD Distinctive,2015,155996,Kýrmýzý,538000,Ankara Çankaya
Giulietta,1.4 TB MultiAir Progression Pluse,2012,160000,Beyaz,490000,Ýstanbul Beþiktaþ
147,2.0 TS Selespeed Distinctive,2005,194000,Gümüþ Gri,217250,Ankara Akyurt
156,2.0 TS,1999,530000,Siyah,130000,Ýstanbul Sultanbeyli
145,1.4 TS STD,1998,260000,Þampanya,134000,Ankara Çankaya
Giulietta,1.6 JTD Distinctive,2011,220000,Kýrmýzý,480000,Bursa Mudanya
159,1.9 JTD Distinctive Plus,2008,326000,Kýrmýzý,385000,Ýstanbul Baðcýlar
Giulietta,1.6 JTD Distinctive,2013,177000,Kýrmýzý,419000,Ankara Çankaya
Giulietta,1.6 JTD Distinctive,2012,329000,Beyaz,362500,Ýstanbul Çatalca
Giulietta,1.4 TB MultiAir Distinctive,2014,96500,Beyaz,599000,Uþak Merkez
Giulietta,1.6 JTD Distinctive,2013,184000,Beyaz,445000,Ýzmir Karþýyaka
Giulietta,1.6 JTD Distinctive,2014,148000,Beyaz,469000,Ýzmir Buca
Giulietta,1.6 JTD Distinctive,2013,174000,Kýrmýzý,430000,Ýzmir Bayraklý
156,1.6 TS Distinctive,2004,299700,Kýrmýzý,300500,Ýstanbul Gaziosmanpaþa
Giulietta,1.6 JTD Distinctive,2015,179000,Kýrmýzý,460000,Gaziantep Þehitkamil
MiTo,1.4 T MultiAir TCT,2011,146000,Beyaz,449900,Ýstanbul Esenyurt
159,1.9 JTD Distinctive Plus,2010,130000,Siyah,525000,Bursa Yýldýrým
Giulietta,1.6 JTD Progression Plus,2012,100500,Beyaz,598000,Kocaeli Ýzmit
Giulietta,1.6 JTD Progression Plus,2013,163000,Beyaz,425000,Ýstanbul Maltepe
147,1.6 TS Distinctive,2008,247500,Kýrmýzý,260000,Balýkesir Ayvalýk
Giulietta,1.6 JTD Distinctive,2012,202000,Bordo,390000,Kocaeli Ýzmit
MiTo,1.3 JTD City,2013,118000,Kýrmýzý,435000,Muðla Menteþe
Giulietta,1.6 JTD Giulietta,2020,35494,Gri,727000,Ýstanbul Çekmeköy
GT,2.0 JTS Distinctive,2006,167000,Lacivert,325000,Ýstanbul Zeytinburnu
156,2.0 TS Selespeed,2001,313000,Siyah,235000,Ankara Etimesgut
159,1.9 JTD Distinctive Plus,2008,410000,Bej,299000,Eskiþehir Odunpazarý
147,1.6 TS Distinctive,2006,250254,Siyah,220000,Eskiþehir Odunpazarý
Giulietta,1.6 JTD Progression Plus,2011,110827,Beyaz,450000,Mersin Yeniþehir
GT,2.0 JTS Dis.Selespeed,2006,151000,Gri,289000,Ýstanbul Kartal
Giulietta,1.6 JTD Distinctive,2011,220000,Kýrmýzý,505000,Ýstanbul Beylikdüzü
Giulietta,1.6 JTD Super TCT,2016,97000,Siyah,749750,Ýzmir Narlýdere
Giulietta,1.4 TB MultiAir Distinctive,2013,136500,Beyaz,565000,Adana Seyhan
Giulietta,1.6 JTD Distinctive,2014,154000,Beyaz,435000,Ýstanbul Baþakþehir
